Store_ID,Month,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
1,12,63,1,4197.990234375,211.2421698,8.106
1,12,66,1,6473.47998046875,211.2421698,8.106
1,12,16,1,3125.64990234375,211.2421698,8.106
1,1,54,1,5506.08984375,211.2421698,8.106
1,1,85,1,8288.2998046875,211.2421698,8.106
1,1,42,1,6933.669921875,211.2421698,8.106
1,1,46,1,7341.64013671875,211.2421698,8.106
1,1,17,1,6855.22998046875,211.2421698,8.106
1,2,87,1,9074.169921875,211.2421698,8.106
1,2,12,1,18363.529296875,211.2421698,8.106
1,2,36,1,11971.4599609375,211.2421698,8.106
1,2,41,1,8166.43017578125,211.2421698,8.106
1,2,84,1,13265.419921875,211.2421698,8.106
1,2,59,1,14714.669921875,211.2421698,8.106
1,3,82,1,12060.490234375,211.2421698,8.106
1,3,76,1,10490.5703125,211.2421698,8.106
1,3,34,1,8021.4501953125,211.2421698,8.106
1,3,91,1,13062.849609375,211.2421698,8.106
1,3,24,1,10994.8701171875,211.2421698,8.106
1,3,23,1,18141.509765625,211.2421698,8.106
1,3,58,1,19701.779296875,211.2421698,8.106
1,3,74,1,13074.990234375,211.2421698,8.106
1,3,78,1,15842.6396484375,211.2421698,8.106
1,3,33,1,8916.3203125,211.2421698,8.106
1,3,11,1,11391.2900390625,211.2421698,8.106
1,3,80,1,16206.48046875,,8.106
1,3,31,1,16429.7109375,,8.106
1,3,11,1,10611.23046875,,8.106
1,4,93,1,4032.169921875,,8.106
1,4,49,1,21751.130859375,,8.106
1,4,94,1,10103.0400390625,,8.106
1,4,14,1,10701.1396484375,,8.106
1,5,32,1,9461.48046875,,8.106
1,5,84,1,8051.06982421875,211.2421698,8.106
1,5,72,1,14113.4501953125,211.2421698,8.106
1,5,68,1,17693.05078125,211.2421698,8.106
1,5,10,1,9859.2099609375,211.2421698,8.106
1,5,88,1,14828.4404296875,211.2421698,8.106
1,5,76,1,4867.31005859375,211.2421698,8.106
1,5,7,1,13874.9697265625,211.2421698,8.106
1,5,47,1,7024.1298828125,211.2421698,8.106
1,5,15,1,8573.4296875,211.2421698,8.106
1,5,66,1,7509.8798828125,211.2421698,8.106
1,6,46,1,4943.31005859375,211.2421698,8.106
1,6,76,1,9801.990234375,211.2421698,8.106
1,6,77,0,13037.650390625,211.2891429,8.106
1,6,97,0,7382.85986328125,211.2891429,8.106
1,6,96,0,12069.41015625,211.2891429,8.106
1,7,64,0,8926.990234375,211.2891429,8.106
1,7,98,0,5577.8798828125,211.2891429,8.106
1,7,51,0,14775.5703125,211.2891429,8.106
1,7,72,0,14074.3896484375,211.2891429,8.106
1,7,36,0,2058.719970703125,211.2891429,8.106
1,7,72,0,8411.599609375,211.2891429,8.106
1,7,22,0,4986.740234375,211.2891429,8.106
1,8,73,0,3179.77001953125,211.2891429,8.106
1,8,2,0,8351.2802734375,211.2891429,8.106
1,8,70,0,7652.830078125,211.2891429,8.106
1,8,2,0,5421.56005859375,211.2891429,8.106
1,8,44,0,8322.51953125,211.2891429,8.106
1,8,4,0,12892.98046875,211.2891429,8.106
1,8,95,0,9116.6396484375,211.2891429,8.106
1,8,47,0,15419.76953125,211.2891429,8.106
1,8,7,0,9028.8603515625,211.2891429,8.106
1,8,58,0,10774.8896484375,211.2891429,8.106
1,8,25,0,1005.5,211.2891429,8.106
1,9,38,0,6832.3701171875,211.2891429,8.106
1,9,28,0,14239.2099609375,211.2891429,8.106
1,9,70,0,14085.91015625,211.2891429,8.106
1,9,80,0,13693.8203125,211.2891429,8.106
1,9,39,0,7714.08984375,211.2891429,8.106
1,9,72,0,9056.16015625,211.2891429,8.106
1,9,43,0,16627.240234375,211.2891429,8.106
1,9,70,0,11033.7998046875,211.2891429,8.106
1,9,37,0,4718.7998046875,211.2891429,8.106
1,9,5,0,4189.259765625,211.2891429,8.106
1,9,23,0,9135.08984375,211.2891429,8.106
1,9,46,0,20618.26953125,211.2891429,8.106
1,9,12,0,5901.8701171875,211.2891429,8.106
1,9,51,0,19231.900390625,211.2891429,8.106
1,10,87,0,7158.56005859375,211.2891429,8.106
1,10,65,0,9654.5703125,211.2891429,8.106
1,10,96,0,9385.0400390625,211.2891429,8.106
1,10,38,0,17284.310546875,211.2891429,8.106
1,10,94,0,22402.4296875,211.2891429,8.106
1,10,41,0,9032.4697265625,211.2891429,8.106
1,10,80,0,10472.41015625,211.2891429,8.106
1,11,24,0,4136.39990234375,211.2891429,8.106
1,11,13,0,21374.0,211.2891429,8.106
1,11,26,0,3583.919921875,211.2891429,8.106
1,11,32,0,9658.9697265625,211.2891429,8.106
1,11,66,0,12411.2197265625,211.2891429,8.106
1,11,61,0,13940.0595703125,211.2891429,8.106
1,11,10,0,17500.119140625,211.2891429,8.106
1,11,2,0,17069.599609375,211.2891429,8.106
1,11,51,0,5085.89013671875,211.2891429,8.106
1,12,98,0,11669.6796875,211.2891429,8.106
1,12,42,0,3512.18994140625,211.2891429,8.106
1,12,39,0,7588.1298828125,211.2891429,8.106
1,12,13,0,11325.01953125,211.2891429,8.106
1,12,4,0,12147.349609375,211.2891429,8.106
1,12,89,0,12071.900390625,211.2891429,8.106
1,12,81,0,20508.009765625,211.2891429,8.106
1,12,39,0,13487.3798828125,211.2891429,8.106
1,12,67,0,11727.400390625,211.2891429,8.106
1,12,38,0,4871.5498046875,211.2891429,8.106
1,12,91,0,8517.98046875,211.2891429,8.106
1,12,29,0,9252.830078125,211.2891429,8.106
1,12,10,0,12186.8798828125,211.2891429,8.106
2,1,94,0,11816.3095703125,211.2891429,8.106
2,1,77,0,14418.3701171875,211.2891429,8.106
2,1,97,0,9556.150390625,211.2891429,8.106
2,1,30,0,13466.7197265625,211.2891429,8.106
2,1,53,0,9889.08984375,211.2891429,8.106
2,1,71,0,19493.98046875,211.2891429,8.106
2,1,79,0,27913.279296875,211.2891429,8.106
2,1,65,0,6433.64990234375,211.2891429,8.106
2,1,52,0,9018.6796875,211.2891429,8.106
2,1,86,0,7231.919921875,211.3196429,8.106
2,2,11,0,13207.1103515625,211.3196429,8.106
2,2,58,0,10866.0302734375,211.3196429,8.106
2,2,74,0,3731.719970703125,211.3196429,8.106
2,2,70,0,9223.6396484375,211.3196429,8.106
2,2,8,0,5868.9501953125,211.3196429,8.106
2,2,28,0,20151.0,211.3196429,8.106
2,2,25,0,12038.8203125,211.3196429,8.106
2,2,14,0,14199.6904296875,211.3196429,8.106
2,2,69,0,6528.3798828125,211.3196429,8.106
2,2,64,0,19127.279296875,211.3196429,8.106
2,2,64,0,11600.75,211.3196429,8.106
2,3,70,0,11295.650390625,211.3196429,8.106
2,3,79,0,3847.360107421875,211.3196429,8.106
2,3,6,0,13576.900390625,211.3196429,8.106
2,3,88,0,4701.43017578125,211.3196429,8.106
2,3,5,0,7949.35009765625,211.3196429,8.106
2,3,20,0,10122.759765625,211.3196429,8.106
2,3,56,0,6556.27001953125,211.3196429,8.106
2,3,12,0,25733.939453125,211.3196429,8.106
2,3,15,0,5800.2099609375,211.3196429,8.106
2,3,46,0,7083.33984375,211.3196429,8.106
2,3,61,0,9900.91015625,211.3196429,8.106
2,3,10,0,8266.1298828125,211.3196429,8.106
2,4,89,0,17190.3203125,211.3196429,8.106
2,4,65,0,13752.16015625,211.3196429,8.106
2,4,72,0,8071.43017578125,211.3196429,8.106
2,4,63,0,9904.419921875,211.3196429,8.106
2,4,59,0,6791.89990234375,211.3196429,8.106
2,4,78,0,16751.16015625,211.3196429,8.106
2,4,72,0,7185.5498046875,211.3196429,8.106
2,4,38,0,7821.9501953125,211.3196429,8.106
2,4,88,0,10562.5302734375,211.3196429,8.106
2,4,32,0,8036.08984375,211.3196429,8.106
2,4,56,0,13826.01953125,211.3196429,8.106
2,4,15,0,16552.98046875,211.3196429,8.106
2,5,79,0,3752.1298828125,211.3196429,8.106
2,5,85,0,5721.77001953125,211.3196429,8.106
2,5,12,0,7525.22021484375,211.3196429,8.106
2,5,54,0,12114.900390625,211.3196429,8.106
2,5,20,0,4473.39990234375,211.3196429,8.106
2,5,72,0,12570.150390625,211.3196429,8.106
2,5,87,0,18208.310546875,211.3196429,8.106
2,5,50,0,13495.73046875,211.3196429,8.106
2,5,63,0,6890.14013671875,211.3196429,8.106
2,5,96,0,10374.900390625,211.3196429,8.106
2,5,54,0,11669.0,211.3196429,8.106
2,5,91,0,5554.0498046875,211.3196429,8.106
2,6,28,0,14315.330078125,211.3196429,8.106
2,6,44,0,10181.830078125,211.3196429,8.106
2,6,88,0,6866.43017578125,211.3196429,8.106
2,7,45,0,19125.73046875,211.3196429,8.106
2,7,75,0,17165.720703125,211.3196429,8.106
2,7,27,0,4636.27001953125,211.3196429,8.106
2,7,84,0,6532.06005859375,211.3196429,8.106
2,7,50,0,15857.3798828125,211.3196429,8.106
2,7,21,0,7148.47021484375,211.3196429,8.106
2,7,15,0,4319.1298828125,211.3196429,8.106
2,8,57,0,11019.580078125,211.3196429,8.106
2,8,34,0,16573.1796875,211.3196429,8.106
2,8,65,0,13565.0498046875,211.3196429,8.106
2,8,27,0,10983.240234375,211.3196429,8.106
2,8,81,0,9816.7197265625,211.3196429,8.106
2,8,85,0,12498.0595703125,211.3196429,8.106
2,8,45,0,5090.72021484375,211.3196429,8.106
2,8,22,0,18853.279296875,211.3196429,8.106
2,8,92,0,4738.5498046875,211.3196429,8.106
2,9,13,0,3092.830078125,211.3196429,8.106
2,9,53,0,5750.52978515625,211.3196429,8.106
2,9,47,0,13047.5400390625,211.3196429,8.106
2,9,93,0,9586.3603515625,211.3196429,8.106
2,9,25,0,20278.16015625,211.3196429,8.106
2,9,1,0,13080.7001953125,211.3501429,8.106
2,10,67,0,9829.009765625,211.3501429,8.106
2,10,34,0,7022.5,211.3501429,8.106
2,10,16,0,5399.7001953125,211.3501429,8.106
2,10,48,0,5351.68017578125,211.3501429,8.106
2,10,21,0,6884.2001953125,211.3501429,8.106
2,10,87,0,4771.47998046875,211.3501429,8.106
2,10,20,0,16184.8203125,211.3501429,8.106
2,10,71,0,13683.580078125,211.3501429,8.106
2,10,22,0,20887.33984375,211.3501429,8.106
2,10,77,0,12369.830078125,211.3501429,8.106
2,10,3,0,7353.0400390625,211.3501429,8.106
2,10,88,0,4337.8701171875,211.3501429,8.106
2,10,97,0,3460.31005859375,211.3501429,8.106
2,11,19,0,7326.7998046875,211.3501429,8.106
2,11,86,0,6978.669921875,211.3501429,8.106
2,11,99,0,16673.740234375,211.3501429,8.106
2,11,70,0,9162.4296875,211.3501429,8.106
2,11,26,0,11720.2998046875,211.3501429,8.106
2,11,75,0,7602.75,211.3501429,8.106
2,11,76,0,7499.1201171875,211.3501429,8.106
2,12,21,0,6970.77978515625,211.3501429,8.106
2,12,68,0,10562.08984375,211.3501429,8.106
2,12,29,0,7361.47998046875,211.3501429,8.106
2,12,12,0,3412.889892578125,211.3501429,8.106
2,12,29,0,9783.330078125,211.3501429,8.106
2,12,58,0,3938.669921875,211.3501429,8.106
2,1,77,0,14640.8203125,211.3501429,8.106
2,1,79,0,10229.0703125,211.3501429,8.106
2,1,52,0,4866.60986328125,211.3501429,8.106
2,1,32,0,15665.23046875,211.3501429,8.106
2,1,55,0,16367.8701171875,211.3501429,8.106
2,1,34,0,12059.51953125,211.3501429,8.106
2,1,20,0,14728.669921875,211.3501429,8.106
2,1,97,0,7796.35009765625,211.3501429,8.106
2,1,72,0,4554.52978515625,211.3501429,8.106
2,1,20,0,10667.169921875,211.3501429,8.106
2,1,13,0,11754.6201171875,211.3501429,8.106
2,1,65,0,13049.1298828125,211.3501429,8.106
2,2,85,0,12312.6298828125,211.3501429,8.106
2,2,58,0,10915.4697265625,211.3501429,8.106
2,2,5,0,15013.240234375,211.3501429,8.106
2,2,12,0,5238.919921875,211.3501429,8.106
2,2,57,0,12812.6396484375,211.3501429,8.106
2,2,34,0,8416.9697265625,211.3501429,8.106
2,2,86,0,5320.68017578125,211.3501429,8.106
2,2,34,0,11324.7900390625,211.3501429,8.106
2,2,39,0,11853.2802734375,211.3501429,8.106
2,2,86,0,17719.2890625,211.3501429,8.106
2,2,86,0,16799.16015625,211.3501429,8.106
2,3,72,0,6266.080078125,211.3501429,8.106
2,3,94,0,7669.60986328125,211.3501429,8.106
2,3,58,0,18459.060546875,211.3501429,8.106
2,3,80,0,10509.0400390625,211.3501429,8.106
2,3,51,0,7816.009765625,211.3501429,8.106
2,3,85,0,6251.77001953125,211.3501429,8.106
2,3,39,0,10915.0,211.3501429,8.106
2,3,84,0,7156.8701171875,211.3501429,8.106
2,3,29,0,28739.640625,211.3501429,8.106
2,4,32,0,15236.75,211.3501429,8.106
2,4,56,0,10539.0703125,211.3501429,8.106
2,4,13,0,2551.52001953125,211.3501429,8.106
2,4,77,0,11574.4404296875,211.3501429,8.106
2,4,66,0,15348.419921875,211.3501429,8.106
2,4,37,0,22140.26953125,211.3501429,8.106
2,4,31,0,7264.60986328125,211.3501429,8.106
2,4,18,0,24167.029296875,211.3501429,8.106
2,5,9,0,3785.969970703125,211.3501429,8.106
2,5,38,0,7189.60009765625,211.3501429,8.106
2,5,44,0,2644.8798828125,211.3501429,8.106
2,5,94,0,18061.08984375,211.3501429,8.106
2,5,64,0,4477.2001953125,211.3501429,8.106
2,5,48,0,13914.0400390625,211.3501429,8.106
2,5,90,0,10858.51953125,211.3806429,8.106
2,5,14,0,13721.0302734375,211.3806429,8.106
2,5,51,0,16148.7900390625,211.3806429,8.106
2,5,44,0,9218.650390625,211.3806429,8.106
2,5,91,0,12019.7802734375,211.3806429,8.106
2,5,93,0,5796.9501953125,211.3806429,8.106
2,6,74,0,10111.3603515625,211.3806429,8.106
2,6,3,0,10213.490234375,211.3806429,8.106
2,6,10,0,3442.6298828125,211.3806429,8.106
2,6,62,0,6546.64013671875,211.3806429,8.106
2,6,59,0,19106.220703125,211.3806429,8.106
2,6,1,0,7585.259765625,211.3806429,8.106
2,6,27,0,12753.0302734375,211.3806429,8.106
2,6,76,0,18688.5390625,211.3806429,8.106
2,6,80,0,13393.990234375,211.3806429,8.106
2,6,30,0,9702.2802734375,211.3806429,8.106
2,7,93,0,15218.1103515625,211.3806429,8.106
2,7,53,0,22139.69921875,211.3806429,8.106
2,7,89,0,8491.7998046875,211.3806429,8.106
2,7,92,0,6992.66015625,211.3806429,8.106
2,7,74,0,10201.2998046875,211.3806429,8.106
2,7,23,0,9501.8798828125,211.3806429,8.106
2,7,14,0,20377.91015625,211.3806429,8.106
2,7,75,0,16684.619140625,211.3806429,8.106
2,7,38,0,4830.27978515625,211.3806429,8.106
2,8,99,0,17475.560546875,211.3806429,8.106
2,8,54,0,9547.740234375,211.3806429,8.106
2,8,85,0,7426.8798828125,211.3806429,8.106
2,8,3,0,28170.279296875,211.3806429,8.106
2,8,14,0,9997.5595703125,211.3806429,8.106
2,8,68,0,8746.3603515625,211.3806429,8.106
2,8,87,0,5146.0400390625,211.3806429,8.106
2,8,92,0,7857.58984375,211.3806429,8.106
2,8,45,0,12184.0302734375,211.3806429,8.106
2,8,11,0,10654.16015625,211.3806429,8.106
2,8,13,0,8282.259765625,211.3806429,8.106
2,8,19,0,20476.150390625,211.3806429,8.106
2,9,29,0,9119.1796875,211.3806429,8.106
2,9,41,0,3670.800048828125,211.3806429,8.106
2,9,43,0,21202.609375,211.3806429,8.106
2,9,33,0,9420.419921875,211.3806429,8.106
2,9,93,0,13199.26953125,211.3806429,8.106
2,9,22,0,14175.400390625,211.3806429,8.106
2,9,96,0,7810.08984375,211.3806429,8.106
2,9,42,0,4090.659912109375,211.3806429,8.106
2,9,31,0,13325.0498046875,211.3806429,8.106
2,10,81,0,8598.6796875,211.3806429,8.106
2,10,82,0,11087.009765625,211.3806429,8.106
2,10,94,0,14200.849609375,211.3806429,8.106
2,10,95,0,9835.849609375,211.3806429,8.106
2,10,87,0,6656.41015625,211.3806429,8.106
2,10,10,0,17839.119140625,211.3806429,8.106
2,10,6,0,11652.5,211.3806429,8.106
2,10,12,0,6247.66015625,211.3806429,8.106
2,10,50,0,8503.75,211.3806429,8.106
2,10,80,0,17839.2109375,211.3806429,8.106
2,10,86,0,8128.10986328125,211.3806429,8.106
2,10,84,0,9011.41015625,211.3806429,8.106
2,10,79,0,3752.929931640625,211.3806429,8.106
2,10,86,0,16166.8701171875,211.3806429,8.106
2,11,90,0,19024.4609375,211.3806429,8.106
2,11,93,0,10708.33984375,211.3806429,8.106
2,11,92,0,12269.400390625,211.3806429,8.106
2,11,94,0,12009.6796875,211.3806429,8.106
2,11,54,0,14791.4599609375,211.3806429,8.106
2,11,73,0,10244.990234375,211.3806429,8.106
2,11,26,0,11273.1103515625,211.3806429,8.106
2,12,78,0,16999.0390625,211.3806429,8.106
2,12,81,0,8882.6904296875,211.3806429,8.106
2,12,64,0,7237.27001953125,211.3806429,8.106
2,12,11,0,11958.76953125,211.3806429,8.106
2,12,81,0,14620.990234375,211.3806429,8.106
2,12,75,0,7154.2001953125,211.3806429,8.106
2,12,10,0,4759.77978515625,211.215635,8.106
2,12,67,0,5648.31982421875,211.215635,8.106
2,12,94,0,5390.9599609375,211.215635,8.106
2,12,23,0,8021.35986328125,211.215635,8.106
2,12,38,0,14567.6201171875,211.215635,8.106
3,1,9,0,16108.5703125,211.215635,8.106
3,1,19,0,9013.98046875,211.215635,8.106
3,1,10,0,13977.6796875,211.215635,8.106
3,1,28,0,13702.8701171875,211.215635,8.106
3,1,79,0,17898.150390625,211.215635,8.106
3,1,76,0,6163.35986328125,211.215635,8.106
3,1,56,0,12768.9697265625,211.215635,8.106
3,1,18,0,9706.2001953125,211.215635,8.106
3,2,3,0,11341.1396484375,211.215635,8.106
3,2,56,0,8261.6904296875,211.215635,8.106
3,2,63,0,11341.1396484375,211.215635,8.106
3,2,80,0,9534.4599609375,211.215635,8.106
3,3,8,0,8044.52978515625,211.215635,8.106
3,3,98,0,12361.76953125,211.215635,8.106
3,3,45,0,7567.85986328125,211.215635,8.106
3,3,53,0,10251.099609375,211.215635,8.106
3,3,48,0,12459.7998046875,211.215635,8.106
3,4,82,0,6743.93994140625,211.215635,8.106
3,4,96,0,10156.8203125,211.215635,8.106
3,4,71,0,14271.7802734375,211.215635,8.106
3,4,79,0,8238.9404296875,211.215635,8.106
3,4,93,0,5998.330078125,211.215635,8.106
3,4,50,0,8741.9501953125,211.215635,8.106
3,4,69,0,7496.7001953125,211.215635,8.106
3,5,3,0,10686.2197265625,211.215635,8.106
3,5,59,0,3385.659912109375,211.215635,8.106
3,5,13,0,9388.75,211.215635,8.106
3,5,23,0,3613.449951171875,211.215635,8.106
3,5,1,0,24806.810546875,211.215635,8.106
3,5,69,0,6585.06982421875,211.215635,8.106
3,5,9,0,8478.0595703125,211.215635,8.106
3,5,32,0,9632.4599609375,211.215635,8.106
3,5,98,0,5551.85009765625,211.215635,8.106
3,5,41,0,15681.6103515625,211.215635,8.106
3,5,5,0,12515.41015625,211.215635,8.106
3,5,62,0,11411.9501953125,211.215635,8.106
3,5,15,0,26308.23046875,211.215635,8.106
3,6,3,0,7315.75,211.215635,8.106
3,6,2,0,16074.650390625,211.215635,8.106
3,6,78,0,4812.75,211.215635,8.106
3,6,57,0,12136.8203125,211.215635,8.106
3,6,71,0,6023.83984375,211.215635,8.106
3,6,20,0,10309.8798828125,211.215635,8.106
3,6,54,0,6648.1298828125,211.215635,8.106
3,7,92,0,5315.0,211.215635,8.106
3,7,6,0,12369.169921875,211.215635,8.106
3,7,51,0,7980.64013671875,211.215635,8.106
3,7,28,0,15190.0595703125,211.215635,8.106
3,7,41,0,3693.830078125,211.215635,8.106
3,7,79,0,655.0599975585938,211.215635,8.106
3,7,1,0,5157.490234375,211.215635,8.106
3,8,66,0,10659.98046875,211.215635,8.106
3,8,67,0,13982.5498046875,211.215635,8.106
3,8,16,0,5243.2900390625,211.215635,8.106
3,8,64,0,8320.25,211.215635,8.106
3,8,91,0,3608.199951171875,211.215635,8.106
3,8,7,0,3815.2900390625,211.215635,8.106
3,8,8,0,5504.8798828125,211.215635,8.106
3,8,65,0,5884.66015625,211.215635,8.106
3,9,50,0,12746.2001953125,211.215635,8.106
3,9,69,0,12579.58984375,211.215635,8.106
3,9,80,0,10149.830078125,211.215635,8.106
3,9,70,0,7004.64013671875,211.215635,8.106
3,9,22,0,12180.75,211.215635,8.106
3,9,78,0,13233.0302734375,211.215635,8.106
3,9,30,0,21918.9609375,211.215635,8.106
3,9,58,0,6006.35009765625,211.215635,8.106
3,9,36,0,7706.14013671875,211.0180424,8.106
3,9,92,0,19278.08984375,211.0180424,8.106
3,10,19,0,7414.08984375,211.0180424,8.106
3,10,95,0,3654.610107421875,211.0180424,8.106
3,10,56,0,12025.4697265625,211.0180424,8.106
3,10,17,0,10481.0703125,211.0180424,8.106
3,10,82,0,11805.099609375,211.0180424,8.106
3,10,60,0,10573.0302734375,211.0180424,8.106
3,11,51,0,13403.990234375,211.0180424,8.106
3,11,16,0,11800.83984375,211.0180424,8.106
3,11,8,0,5941.81982421875,211.0180424,8.106
3,11,28,0,13957.580078125,211.0180424,8.106
3,11,47,0,8481.98046875,211.0180424,8.106
3,11,37,0,8520.1796875,211.0180424,8.106
3,11,58,0,13643.8701171875,211.0180424,8.106
3,11,34,0,7104.89013671875,211.0180424,8.106
3,11,14,0,13557.83984375,211.0180424,8.106
3,12,27,0,16030.5302734375,211.0180424,8.106
3,12,44,0,24508.75,211.0180424,8.106
3,12,50,0,7779.72998046875,211.0180424,8.106
3,12,26,0,6961.1298828125,211.0180424,8.106
3,12,99,0,3554.360107421875,211.0180424,8.106
3,12,42,0,14393.830078125,211.0180424,8.106
3,12,72,0,7150.8798828125,211.0180424,8.106
3,12,40,0,5201.4501953125,211.0180424,8.106
3,1,23,0,12882.009765625,211.0180424,8.106
3,1,24,0,16564.8203125,211.0180424,8.106
3,1,67,0,12861.5,211.0180424,8.106
3,1,47,0,7714.66015625,211.0180424,8.106
3,1,46,0,11454.66015625,211.0180424,8.106
3,1,78,0,19202.33984375,211.0180424,8.106
3,1,64,0,8646.150390625,211.0180424,8.106
3,1,67,0,7991.52001953125,211.0180424,8.106
3,1,13,0,5537.990234375,211.0180424,8.106
3,1,73,0,10591.990234375,211.0180424,8.106
3,1,87,0,7367.8798828125,211.0180424,8.106
3,2,38,0,12171.0498046875,211.0180424,8.106
3,2,92,0,5502.68994140625,211.0180424,8.106
3,2,15,0,18289.66015625,211.0180424,8.106
3,2,70,0,10433.0595703125,211.0180424,8.106
3,2,15,0,13778.0302734375,211.0180424,8.106
3,2,47,0,9936.7001953125,211.0180424,8.106
3,2,86,0,16645.76953125,211.0180424,8.106
3,2,28,0,12518.26953125,211.0180424,8.106
3,3,21,0,11271.2998046875,211.0180424,8.106
